iern,school_id,linear_distance_km
2026-00965,135276,72.854828
2026-20457,124347,104.675387
2026-04332,131621,6.1239
2026-11651,300524,70.087569
2026-18002,108314,25.017824
2026-21085,124854,97.28264
2026-37482,123044,48.017745
2026-41458,128307,33.74066
2026-13701,104962,21.309082
2026-25366,309905,52.345731
2026-34606,312952,15.739644
2026-03289,132234,5.093655
2026-31690,118643,69.101988
2026-05519,110706,31.820003
2026-01606,135917,13.993016
2026-44677,281519,37.915078
2026-15839,501224,5.593453
2026-33305,120011,6.075652
2026-04867,110239,56.35229
2026-34585,120269,11.045276
2026-31495,118480,17.583998
2026-19978,301084,3.601098
2026-27028,302298,7.760534
2026-30665,117047,9.64943
2026-35683,303405,90.45431
2026-03444,132381,35.343824
2026-01157,135524,6.868011
2026-35988,121938,40.286775
2026-42489,304309,90.487988
2026-27907,115607,24.861415
2026-28733,302444,50.917303
2026-13048,105713,4.944183
2026-41400,128263,15.109621
2026-43442,305513,51.722376
2026-11958,103716,34.256688
2026-20015,107748,1.833234
2026-08116,100462,77.597698
2026-29095,311020,45.749507
2026-05121,110408,120.667939
2026-43167,207002,2.680287
2026-14697,105829,21.632856
2026-35400,121436,25.872035
2026-06226,110845,157.668573
2026-07384,136776,0.403157
2026-11928,103695,50.478073
2026-17700,108053,16.105607
2026-11387,103066,46.33734
2026-16489,106761,1.038151
2026-26546,114538,15.862608
2026-42316,129133,13.88016
2026-12846,103228,4.106218
2026-43580,129074,108.138756
2026-10912,102784,105.791987
2026-22305,125827,26.110831
2026-14372,105503,14.291465
2026-22008,303832,37.255101
2026-04475,109927,24.450719
2026-15036,106152,15.585528
2026-13367,300710,30.978653
2026-40816,127946,8.400815
2026-00620,135207,12.752456
2026-28883,116292,35.149009
2026-20629,124477,89.609444
2026-28816,116238,78.514696
2026-32644,303119,16.864464
2026-01764,136066,18.571124
2026-06348,301732,124.652496
2026-19857,109830,1.147674
2026-18060,301268,15.956547
2026-04851,301608,40.704176
2026-19253,342564,4.026764
2026-18427,301311,76.506422
2026-39537,113721,61.371711
2026-16164,107054,1.661865
2026-03657,317928,40.95288
2026-15551,106494,11.243309
2026-07039,360871,5.420107
2026-16009,106937,30.652739
2026-15030,300875,25.506551
2026-18426,301310,84.089359
2026-34260,303300,16.033321
2026-00955,305124,10.971647
2026-21784,125407,51.888168
2026-00256,134394,943.891995
2026-19874,109843,7.606674
2026-23828,112367,25.872936
2026-41722,304195,4.68467
2026-34114,120646,20.177618
2026-28860,116274,35.409869
2026-37967,123724,39.73447
2026-18302,108565,99.506665
2026-10096,102146,15.675038
2026-15241,106132,20.976459
2026-34221,120686,14.932087
2026-21530,303801,35.138412
2026-10853,102712,12.859974
2026-14094,306804,37.14264
2026-18530,108753,56.053433
2026-07966,500343,11.197787
2026-01792,136131,25.045008
2026-44829,208515,19.930789
2026-17808,108136,18.685608
2026-34566,305852,17.327368
2026-33568,119115,7.230468
2026-43290,128690,12.033745
2026-41929,304233,55.906356
2026-32468,119308,75.746316
2026-21701,125338,25.08424
2026-30191,117460,3.109745
2026-05684,110896,109.487845
2026-19973,501119,9.033971
2026-01964,305258,26.804359
2026-07927,500592,13.324566
2026-09765,101874,11.083853
2026-17141,342217,33.5837
2026-45826,137364,1.04037
2026-30485,117764,13.388127
2026-19561,305790,11.667748
2026-09380,300210,31.283819
2026-05004,110329,15.353134
2026-04547,301528,7.288489
2026-34620,120636,24.226277
2026-15965,502185,27.566947
2026-27433,115188,18.453918
2026-20527,502419,9.256336
2026-02070,136358,16.147641
2026-09512,502133,18.938283
2026-12592,104234,18.66297
2026-12428,104184,5.077878
2026-02052,136344,5.695734
2026-18043,342343,9.688819
2026-38840,500746,9.600428
2026-18285,108553,88.50242
2026-21384,125079,41.215156
2026-21068,124842,171.33707
2026-27442,115194,22.060769
2026-32084,118976,20.642012
2026-14162,105307,53.151457
2026-09816,102143,22.56794
2026-11499,103164,24.146438
2026-33473,119789,1.953768
2026-31256,118274,33.280721
2026-03614,304861,62.295158
2026-13381,104651,21.950553
2026-00106,134494,53.434752
2026-41057,128114,14.926666
2026-01168,305142,13.315924
2026-32593,119446,98.116918
2026-29960,302602,55.53229
2026-05697,110903,75.746709
2026-00194,217070,3.17488
2026-23470,112103,10.310188
2026-12507,104090,21.237264
2026-39950,127197,48.011736
2026-43253,128798,3.533585
2026-27787,302417,38.01906
2026-35773,121761,41.822521
2026-39156,126452,74.388567
2026-34654,120217,3.36997
2026-22375,196522,9.788722
2026-02417,131586,11.93006
2026-12715,104360,39.582116
2026-02220,220520,4.645733
2026-21625,125274,28.157576
2026-37849,123621,19.269535
2026-14291,105434,42.059155
2026-44203,130414,28.21232
2026-42047,500448,71.077548
2026-35369,306026,73.430791
2026-40635,127866,16.519179
2026-14039,159017,25.630442
2026-11919,103684,46.645469
2026-07017,305338,10.051559
2026-08842,101107,29.145393
2026-03446,132383,33.617345
2026-01406,135743,39.415072
2026-25033,113290,13.047593
2026-01397,135735,9.947839
2026-10404,100800,0.944983
2026-21380,303778,
2026-38617,323101,4.91193
2026-07287,502984,0.043062
2026-04427,109887,17.864706
2026-20486,124369,10.748019
2026-22708,126121,37.662479
2026-22959,301819,12.75324
2026-22464,125949,13.552046
2026-16735,300931,6.571416
2026-36025,121959,28.688826
2026-31624,118592,89.931304
2026-15300,106155,19.752914
2026-00353,134486,19.210898
2026-32413,119265,94.199653
2026-00939,319009,28.066376
2026-29842,117134,55.393271
2026-34624,120640,27.556373
2026-06803,137077,2.239576
2026-42110,128855,9.977898
2026-44071,130252,18.724366
2026-11016,102874,12.781625
2026-04747,110126,110.212096
2026-38355,500748,13.452352
2026-27535,115279,88.402326
2026-42061,128590,72.820487
2026-11380,103054,44.220412
2026-18129,108400,9.938041
2026-05896,301709,143.525317
2026-17395,107791,16.094569
2026-39926,137183,8.72742
2026-36005,303388,45.973256
2026-19158,109298,42.699756
2026-15099,300936,7.133524
2026-02233,501890,4.648706
2026-35939,121896,29.933892
2026-41219,127463,11.351524
2026-23679,301910,27.161185
2026-45166,130961,36.807958
2026-05138,110425,114.550089
2026-08830,101099,40.313373
2026-36874,122619,21.354875
2026-26547,114539,3.305262
2026-10090,102135,15.668657
2026-43923,130099,20.466861
2026-01569,135892,5.400029
2026-15067,300901,6.384288
2026-16429,105342,2.556982
2026-12269,103986,3.265299
2026-21524,125191,31.646344
2026-13864,105091,40.05412
2026-44885,501847,41.373085
2026-15577,106518,23.785144
2026-45863,137349,15.936828
2026-03585,132449,26.241987
2026-21047,195533,146.271907
2026-30487,117766,9.446884
2026-20778,303718,11.090664
2026-30193,181001,3.855091
2026-31565,118539,9.956494
2026-11223,502080,138.822647
2026-07281,136705,2.945106
2026-09028,101290,30.989682
2026-04581,110001,1.360666
2026-32822,119646,53.064216
2026-04130,132313,7.126856
2026-02854,131867,42.042969
2026-20899,195529,37.606495
2026-41895,128664,66.609144
2026-28005,115692,18.689413
2026-16101,107006,58.212804
2026-36273,122228,19.371137
2026-35627,121640,67.043958
2026-33999,120505,43.067387
2026-30685,117060,6.743687
2026-00453,134684,52.639831
2026-12662,501561,15.942232
2026-38207,123956,34.701987
2026-29979,117244,28.629098
2026-14518,105655,22.234415
2026-06925,136480,2.14998
2026-44271,130152,20.107034
2026-11289,102770,51.093532
2026-44501,500288,40.130807
2026-21713,125350,31.771653
2026-17844,108165,5.225833
2026-35167,121251,29.789134
2026-25547,113800,45.55543
2026-20051,108478,5.647673
2026-38194,123943,41.441723
2026-09495,101656,19.676204
2026-30580,117854,14.847226
2026-20983,124774,52.363848
2026-25753,113566,35.327282
2026-28464,115933,76.074441
2026-06188,170555,30.419062
2026-33543,343971,4.146743
2026-35547,121570,43.733382
2026-23200,111899,15.621115
2026-10496,300414,39.836288
2026-04305,305765,9.191388
2026-35228,121301,29.246162
2026-32631,119474,15.2867
2026-09965,300292,19.521906
2026-45719,304669,5.515224
2026-25444,113709,27.465852
2026-33739,120067,10.048546
2026-43229,305891,4.717083
2026-41296,128247,14.179644
2026-05355,309038,55.281943
2026-34088,120607,7.258201
2026-09778,101885,25.760728
2026-21328,303773,35.822039
2026-08613,300115,32.416758
2026-08106,100458,5.611432
2026-17529,107556,26.226679
2026-02824,131734,59.782843
2026-08586,100882,22.363731
2026-22506,125983,4.630485
2026-12398,104159,11.705128
2026-36695,122648,55.321899
2026-01302,135657,44.719013
2026-26878,302318,50.727793
2026-02530,131686,38.195884
2026-24171,502797,22.538032
2026-08658,500600,19.528358
2026-44273,130164,26.430487
2026-25638,302127,17.868418
2026-00697,135110,39.032194
2026-29271,116603,27.808933
2026-31401,118398,41.852778
2026-31511,118490,15.861137
2026-11734,103532,11.527275
2026-29490,302749,3.123001
2026-18994,308039,136.510479
2026-42791,305505,21.435135
2026-05017,110343,5.502176
2026-01017,135418,42.213933
2026-31601,118571,60.095142
2026-05422,170027,23.544225
2026-42162,205004,21.876864
2026-40183,501858,30.5857
2026-44643,281507,23.082702
2026-09368,101575,28.25979
2026-32539,119401,106.970709
2026-07044,305348,5.980232
2026-07004,136557,4.808096
2026-06484,111349,38.18861
2026-06015,111087,110.280421
2026-03090,281539,13.513914
2026-41581,128404,27.536952
2026-31257,118275,33.836958
2026-18528,108751,55.87972
2026-40054,127248,9.935281
2026-32498,302981,71.406568
2026-21436,125125,8.22483
2026-38841,121130,6.33353
2026-02672,131844,7.094746
2026-42485,129270,89.933486
2026-37970,123727,40.323486
2026-20854,124661,32.352077
2026-24053,112549,63.564498
2026-29089,180025,41.593263
2026-30524,502286,3.222193
2026-05278,110515,21.84051
2026-02098,136205,28.085578
2026-09642,101772,1.406544
2026-09610,101748,30.972222
2026-05160,301622,114.702767
2026-42938,306041,1143.031377
2026-28223,115877,7.950406
2026-42912,206009,55.269266
2026-24418,302002,23.529104
2026-01834,136049,19.402355
2026-22332,125848,57.236299
2026-22036,125611,10.261332
2026-32590,119442,94.387218
2026-08725,300123,10.35192
2026-20687,124520,34.679842
2026-36477,122416,42.142032
2026-34235,120693,4.960436
2026-27124,114919,3.145527
2026-38000,123757,35.964228
2026-40293,127535,22.152758
2026-08727,321005,15.344243
2026-10087,102130,13.506944
2026-34160,303260,55.305535
2026-31387,118388,45.39425
2026-40409,127606,37.782264
2026-21212,124957,38.223498
2026-17869,108182,2.617661
2026-29796,117023,9.348531
2026-00248,134383,55.078995
2026-10050,102102,30.909496
2026-11697,103496,30.249181
2026-44610,130515,44.033499
2026-02515,131655,49.242498
2026-01922,319215,13.293181
2026-00629,305095,17.770987
2026-11781,103565,41.208225
2026-09429,101613,31.132947
2026-25051,174007,15.821455
2026-31620,118588,88.105124
2026-22636,501979,5.50027
2026-41080,203003,24.503885
2026-05256,110497,31.054542
2026-40938,128033,17.547235
2026-38485,124184,16.283903
2026-43309,323409,16.677371
2026-14299,105442,37.841413
2026-07128,136610,11.637658
2026-14168,105313,318.049806
2026-08690,100964,27.340538
2026-12253,103967,7.435153
2026-20570,124431,65.715492
2026-08192,100526,20.20498
2026-38394,124049,5.60802
2026-15137,159514,15.958061
2026-16214,107080,5.991746
2026-17755,108091,15.446993
2026-36084,121539,15.484622
2026-21796,303767,49.331795
2026-32977,119760,71.659247
2026-10207,300387,8.914486
2026-07832,100194,10.324577
2026-32781,119617,30.758765
2026-38727,122361,1.285417
2026-01890,136216,19.791037
2026-42378,304299,66.520462
2026-33591,119122,2.327471
2026-30108,117344,44.017027
2026-08523,100830,28.343401
2026-10023,102081,27.738075
2026-09688,101808,22.028147
2026-27395,115153,106.067112
2026-09578,101722,5.274509
2026-41495,501779,25.572917
2026-32005,118911,36.69491
2026-17892,108194,28.439453
2026-35623,121636,69.596397
2026-33741,120069,10.526065
2026-23347,172523,52.441873
2026-12412,104169,9.800989
2026-09009,101274,29.370232
2026-07706,100074,29.305471
2026-06848,136429,4.337982
2026-32864,119677,73.3665
2026-41150,128165,1.416431
2026-08182,100515,18.459613
2026-38203,123952,22.90886
2026-32373,119245,12.183537
2026-13109,104425,45.755921
2026-24897,113179,20.891242
2026-12168,306115,37.500616
2026-09194,101427,12.488339
2026-28475,302461,54.713599
2026-04685,110078,86.030481
2026-07111,136590,1.19889
2026-13075,105727,2.760021
2026-18070,108357,15.238766
2026-02947,131693,28.522685
2026-03773,132779,53.196427
2026-07554,136881,2.415048
2026-37785,123572,37.619924
2026-30352,117573,14.32847
2026-22310,125832,29.672216
2026-44876,208509,39.716601
2026-20804,124619,86.101674
2026-43189,304403,16.087771
2026-45238,131032,71.041503
2026-34638,120201,4.903394
2026-15096,106210,5.625621
2026-12514,104098,39.7103
2026-26959,114783,26.524348
2026-33312,120018,5.111955
2026-19997,321604,3.878035
2026-37283,122904,50.174621
2026-33982,189516,9.019563
2026-01810,136145,32.568821
2026-03470,132416,31.725359
2026-11284,500065,62.143865
2026-31967,118877,86.096892
2026-43613,129112,16.100238
2026-08509,300130,32.665888
2026-00987,135388,18.213931
2026-01185,135556,31.590528
2026-12533,104125,36.760617
2026-30402,117699,17.106866
2026-03412,132333,9.636412
2026-08557,502572,10.507397
2026-00411,134610,59.329928
2026-04425,109885,16.694113
2026-15057,106174,9.105776
2026-41250,128217,0.331399
2026-39395,126784,20.629641
2026-18967,109120,116.895323
2026-03688,132694,41.374916
2026-42621,129424,27.022326
2026-23468,112101,13.327247
2026-20129,107890,3.550292
2026-12903,103824,3.534325
2026-42153,128914,29.134671
2026-20443,124338,37.543139
2026-08659,502574,17.687129
2026-40634,127865,17.203315
2026-33697,120030,66.500775
2026-27364,302362,45.118545
2026-39244,126600,47.629473
2026-38573,124246,4.254617
2026-41729,128505,4.32296
2026-04009,317908,29.882748
2026-01681,135971,25.577063
2026-43315,128732,3.618159
2026-09530,101691,29.04096
2026-19870,308703,3.794749
2026-06316,111029,233.776761
2026-06023,111099,134.123944
2026-36011,121949,47.136712
2026-25660,113902,23.477778
2026-09547,101705,24.321084
2026-09756,101865,12.960731
2026-45702,131378,5.610114
2026-16897,107282,8.235594
2026-14089,105252,35.45474
2026-26369,302247,34.879236
2026-29716,116956,99.224762
2026-16019,307113,27.568747
2026-35905,121869,37.897768
2026-42941,129638,3.938426
2026-25219,137162,14.695339
2026-35605,191568,48.803636
2026-01335,135680,19.010435
2026-25549,309942,45.464448
2026-38571,124228,1.079533
2026-19944,109323,7.622637
2026-14705,105839,13.514972
2026-06788,111583,2.669266
2026-06351,111224,195.922558
2026-00405,134603,61.005131
2026-41711,128494,6.453516
2026-08957,101237,50.96982
2026-34850,120915,62.769722
2026-05339,110563,52.411767
2026-41914,204521,90.175133
2026-39166,501619,78.274825
2026-43648,129846,80.553179
2026-11549,103286,49.774666
2026-07663,100040,36.057351
2026-31217,118243,47.688954
2026-38590,122137,7.745623
2026-28876,302538,41.742721
2026-03656,304901,35.964052
2026-26932,114759,3.63079
2026-05264,301642,23.369488
2026-17322,107668,7.8012
2026-11902,103669,79.72099
2026-16911,107297,3.190723
2026-10642,102464,80.339655
2026-20213,342240,5.994475
2026-29563,117901,7.198207
2026-45061,130686,45.258714
2026-06370,111258,31.599135
2026-00144,134527,13.848325
2026-32318,119205,33.33918
2026-33654,325307,5.289467
2026-13778,105015,8.97112
2026-22524,197502,21.407443
2026-21230,124965,22.694148
2026-02716,131900,55.204492
2026-37698,303595,20.114403
2026-10273,102284,2.050305
2026-15956,106899,29.834731
2026-32686,119537,99.368038
2026-38354,303649,10.628245
2026-35792,121776,23.505328
2026-27760,115477,42.64449
2026-23648,301907,13.504859
2026-34119,120651,27.868902
2026-10842,102700,74.292795
2026-24740,113068,44.02706
2026-16209,107073,6.670198
2026-04410,109872,22.04355
2026-30408,117705,9.03901
2026-09129,500370,53.449563
2026-28071,115750,21.456397
2026-31749,118694,51.06483
2026-36414,122260,33.148757
2026-04821,301572,90.908797
2026-06884,136454,0.819277
2026-40587,127828,65.91604
2026-37568,123333,53.921072
2026-30113,117379,7.10502
2026-31513,118492,19.246871
2026-28520,501474,43.167248
2026-12672,104298,17.050114
2026-01648,135956,24.549797
2026-12785,305873,1.481041
2026-08031,150502,37.833425
2026-38346,502302,12.650619
2026-26162,302212,31.377625
2026-15558,106498,16.652903
2026-17547,301161,22.2115
2026-42538,129308,28.879926
2026-13775,305548,9.271499
2026-07483,136821,1.778161
2026-25682,174523,107.629199
2026-10180,102215,3.409436
2026-10041,300365,30.331071
2026-14184,105351,21.580343
2026-23963,112473,16.272891
2026-38167,123916,18.0283
2026-42232,129020,15.696157
2026-30332,302734,11.96701
2026-09846,101940,15.950265
2026-23147,111860,24.465923
2026-22531,126001,0.333466
2026-10014,102074,19.428079
2026-07781,100158,24.542681
2026-19657,109672,2.368287
2026-35671,121674,92.601019
2026-08946,101225,42.148186
2026-12929,500938,5.49415
2026-20531,124399,19.752971
2026-43305,304253,14.825464
2026-38468,124166,9.772726
2026-09445,101617,23.954603
2026-39071,126376,30.016947
2026-07976,100317,10.507838
2026-08895,500604,51.233974
2026-08112,150508,4.433203
2026-43778,130000,27.274535
2026-38261,123996,6.292289
2026-01865,136187,23.767358
2026-35025,121057,85.401494
2026-33273,119994,1.115566
2026-27289,115060,5.237965
2026-11942,103703,51.112337
2026-22841,126236,59.528268
2026-26647,114597,8.062477
2026-12204,306143,69.412964
2026-32629,501361,88.294412
2026-31737,118682,51.531553
2026-08470,100764,67.104192
2026-05512,110699,28.631533
2026-16517,106743,4.574216
2026-27176,114968,55.224454
2026-23248,111939,27.065757
2026-26944,114768,4.124071
2026-06701,111508,28.67981
2026-11252,102704,86.845116
2026-40075,201009,9.426523
2026-38748,122380,1.763439
2026-17813,307813,12.722961
2026-16562,236501,0.970166
2026-09984,102047,13.512144
2026-11377,103051,48.357624
2026-01088,135474,45.056034
2026-38279,500807,2.441162
2026-30435,117723,0.984414
2026-35532,313318,16.279739
2026-34055,120580,70.273046
2026-42966,129674,46.286686
2026-05188,110446,58.672113
2026-32363,119235,7.695617
2026-33790,120231,11.668911
2026-44624,102019,94.737021
2026-29711,302607,115.446125
2026-10978,102841,47.003817
2026-28924,116329,20.330996
2026-29816,117109,56.194014
2026-28872,116286,35.553857
2026-26201,114278,23.712266
2026-31730,118675,47.310891
2026-43427,205047,28.3146
2026-03077,501573,5.009874
2026-44989,304571,15.92068
2026-19077,109204,86.827088
2026-30816,117438,8.127515
2026-34106,303262,10.00894
2026-40401,201503,20.01461
2026-32335,302978,36.996208
2026-02495,131549,31.021184
2026-38608,122157,4.767704
2026-37357,122976,40.067941
2026-05694,110900,79.024287
2026-43640,306173,72.528484
2026-39880,200513,27.198942
2026-38025,123777,51.391788
2026-14262,105406,23.367648
2026-30451,117738,11.014193
2026-07267,305630,2.761093
2026-10366,300190,5.255908
2026-32926,303051,45.751645
2026-33008,312422,56.055866
2026-31636,118606,99.528782
2026-33269,303172,2.781157
2026-24927,113204,19.172402
2026-11408,103081,24.456584
2026-08088,100417,27.813978
2026-11449,103121,30.361558
2026-01945,305255,0.759898
2026-38291,194001,0.590842
2026-29697,116945,118.353156
2026-25825,113917,95.056434
2026-26724,113673,10.921823
2026-21032,124818,167.766116
2026-10408,100789,0.894997
2026-14491,105633,21.850348
2026-03029,304756,2.503183
2026-35466,121489,20.996289
2026-01662,135783,50.569284
2026-14669,300852,12.145089
2026-17609,107933,12.144083
2026-20801,124616,86.376127
2026-17488,107630,34.85147
2026-09800,101901,18.271856
2026-11414,103087,35.85849
2026-36024,121958,28.139912
2026-33477,119793,2.35816
2026-05058,301618,66.786308
2026-29502,117627,1.629071
2026-25372,113600,40.225863
2026-10053,102106,24.451323
2026-17728,307814,12.961463
2026-21848,125458,13.782008
2026-32339,306261,35.711166
2026-28346,116822,16.973324
2026-05385,110595,44.287377
2026-37667,313719,20.719737
2026-25489,137180,2.928849
2026-37814,123596,8.102379
2026-33722,120055,71.310159
2026-25244,302161,79.607747
2026-12647,501566,8.337497
2026-08720,100995,10.419297
2026-00716,135137,22.008297
2026-21445,125127,9.711013
2026-21423,314209,32.722152
2026-32149,302948,21.003202
2026-41109,315606,11.133802
2026-33208,119957,13.538059
2026-35099,121189,34.616834
2026-41908,137014,85.683494
2026-29415,116736,51.982636
2026-11265,102741,56.905022
2026-43998,130179,69.16502
2026-08433,100733,7.072373
2026-21490,125164,26.069422
2026-45568,281534,17.809911
2026-20618,124465,88.954268
2026-14508,105645,329.231203
2026-45872,137402,33.430498
2026-41701,128484,11.657631
2026-18324,108585,71.834489
2026-34060,120585,76.746822
2026-25496,502115,10.026885
2026-04959,110315,101.384914
2026-44840,100531,29.958122
2026-32133,302923,79.036744
2026-43388,102164,6.095507
2026-09484,101650,21.067492
2026-00715,135136,24.912272
2026-34842,120907,56.719252
2026-02450,131500,17.838222
2026-34171,120455,40.87656
2026-19263,109421,20.660834
2026-15820,106803,9.047843
2026-09260,101481,4.912367
2026-00883,305115,42.739831
2026-09038,101300,39.987799
2026-11515,103258,68.181654
2026-11991,300595,34.739841
2026-00121,134509,46.871159
2026-21903,125504,47.096597
2026-44351,304477,29.261924
2026-30080,117321,38.98175
2026-25225,501543,21.828274
2026-16876,107266,6.561858
2026-07944,320818,23.411232
2026-07290,136714,4.052703
2026-03533,132531,12.38844
2026-09079,101333,417.881962
2026-34108,312908,5.566561
2026-22062,303854,0.494047
2026-06261,110790,167.34107
2026-16363,107181,3.508063
2026-36244,122199,16.28303
2026-42016,304246,48.912607
2026-21977,303834,42.668817
2026-08302,320909,5.66835
2026-38914,325505,19.427232
2026-01632,305185,21.663043
2026-37703,123498,40.531625
2026-10211,300391,4.07698
2026-10574,502081,67.569953
2026-15343,305958,25.412865
2026-30985,118056,35.424207
2026-16378,500144,7.259085
2026-23432,112023,30.096736
2026-43228,305519,5.124896
2026-30744,137308,15.220831
2026-10637,102459,82.495432
2026-42005,128757,46.457621
2026-05079,110384,81.224855
2026-06499,137157,41.626537
2026-04182,132402,21.825714
2026-42891,129625,50.673707
2026-19402,109470,24.816288
2026-08984,101254,26.711687
2026-12937,500992,0.585051
2026-12974,103368,3.679203
2026-23218,111915,31.398744
2026-09277,101497,6.012976
2026-10925,300454,89.607139
2026-19943,109322,16.886575
2026-34550,120253,15.720165
2026-14812,105921,22.945907
2026-17268,107626,40.667277
2026-43405,306039,15.042559
2026-41579,128401,21.229763
2026-28812,116234,88.59653
2026-11351,103027,41.034633
2026-24307,112741,47.872206
2026-31353,118358,69.896852
2026-28603,180041,30.893348
2026-36373,122013,24.198906
2026-06498,111363,36.813391
2026-09184,101417,13.125433
2026-44211,129932,70.777594
2026-22179,125727,6.857565
2026-05096,305823,78.093221
2026-12968,300542,0.095097
2026-08025,100362,43.204456
2026-21113,124878,23.726473
2026-18929,308037,21.874587
2026-11551,103288,51.360324
2026-43677,129883,24.590802
2026-10340,100434,1.156789
2026-29945,117214,188.541392
2026-34144,120358,54.081672
2026-45808,137390,328.93411
2026-02521,131666,53.676837
2026-12065,103803,36.404538
2026-31789,118739,73.330492
2026-20366,124279,87.666379
2026-36829,122762,37.5259
2026-20639,124484,16.930632
2026-26620,302285,2.863932
2026-41898,128668,73.376154
2026-17048,307731,25.49898
2026-16347,307512,2.41317
2026-31229,302841,50.937135
2026-20502,306178,27.026208
2026-41023,103744,26.6662
2026-28240,115892,13.340266
2026-38750,122383,6.685093
2026-34158,303247,54.15438
2026-30830,117930,10.799292
2026-26494,114501,1.707743
2026-01448,305188,45.029674
2026-06090,110877,95.654948
2026-25605,113848,47.817861
2026-38393,124048,2.952657
2026-26396,114441,10.888255
2026-20879,124683,47.79648
2026-32081,118973,35.605686
2026-35877,303411,51.922975
2026-31829,302910,72.895263
2026-09288,101507,10.293285
2026-42179,128930,28.761486
2026-02581,131738,49.769029
2026-43588,137062,4.413791
2026-00989,135391,16.442715
2026-17330,107676,7.66943
2026-30567,117837,3.66243
2026-40737,127631,33.378368
2026-14954,306953,21.255034
2026-15789,307010,19.15241
2026-31283,118299,60.306759
2026-23619,301887,41.357493
2026-08257,100589,51.747706
2026-01058,135453,24.415986
2026-02191,136400,2.434363
2026-34610,120625,27.287866
2026-41735,304205,4.554102
2026-34613,120629,29.02378
2026-20117,107878,0.895928
2026-14804,105910,16.751156
2026-44291,316555,60.884747
2026-26738,113702,1.074781
2026-27297,115070,6.96618
2026-26790,114643,17.253742
2026-44774,100763,37.313323
2026-15012,306937,13.356196
2026-24989,113253,11.568412
2026-06013,110589,143.807233
2026-44165,130368,17.088985
2026-32297,119190,28.702296
2026-18632,108843,63.689052
2026-00063,134355,0.864084
2026-36912,123072,29.870523
2026-04791,110187,5.67981
2026-45023,130889,18.657086
2026-16759,104754,3.116908
2026-19872,109841,11.225963
2026-43808,130025,64.694717
2026-13085,159025,2.926907
2026-35953,121910,38.190345
2026-15988,106920,46.352201
2026-07602,228501,2.93026
2026-19502,109559,6.44328
2026-37724,123524,41.510771
2026-32197,119062,99.372371
2026-33520,119159,1.384129
2026-15401,106374,19.116753
2026-32561,119423,11.000556
2026-30888,117977,19.457835
2026-16543,105540,4.303055
2026-05204,309002,57.676528
2026-36093,121556,11.599759
2026-09312,300256,30.422443
2026-34792,303325,15.422676
2026-33898,120391,53.573614
2026-37062,123240,24.107025
2026-05305,110533,24.062762
2026-34868,120931,64.655903
2026-31553,302901,78.172391
2026-07726,100114,27.954305
2026-40728,127610,40.605933
2026-38179,123932,14.969354
2026-43205,129812,2.986394
2026-41323,502361,6.560177
2026-13643,104861,11.022594
2026-25614,113857,11.46338
2026-07715,100104,33.348581
2026-34966,121009,50.398117
2026-36863,122498,35.625709
2026-06101,309136,100.996977
2026-16168,107061,0.455287
2026-31839,118775,34.32177
2026-32689,303099,103.672165
2026-06151,111066,16.788555
2026-41715,128498,2.010211
2026-12444,104203,37.72971
2026-03120,132046,12.633133
2026-08834,101103,39.73922
2026-04411,109873,10.083857
2026-42308,129100,7.372315
2026-13619,104839,5.318694
2026-20820,124633,83.166467
2026-06477,111344,30.032869
2026-43978,130156,19.593246
2026-20562,314128,109.16552
2026-29838,117130,58.188755
2026-20725,124550,21.674429
2026-35640,121654,69.209182
2026-30167,117422,41.534788
2026-30198,117458,4.009127
2026-01359,135703,17.297749
2026-09834,101930,18.009165
2026-44783,130676,33.709793
2026-20718,303713,23.583527
2026-10413,100785,0.134135
2026-36530,192511,49.975296
2026-04727,110112,88.646103
2026-14398,105523,16.850629
2026-34847,120912,55.65853
2026-37351,122970,41.927073
2026-40172,127364,32.581538
2026-37712,123512,39.875025
2026-32736,119582,69.168826
2026-36338,192030,38.150379
2026-05187,110445,63.459233
2026-32313,306411,28.15544
2026-30257,117502,12.3729
2026-44158,130365,39.826385
2026-09235,502905,36.92234
2026-32156,119030,26.054586
2026-15268,105930,26.279941
2026-29163,311031,24.745557
2026-45188,304625,33.524543
2026-04926,110285,117.441262
2026-32683,119534,101.121393
2026-04540,109972,0.700298
2026-35948,121906,30.605677
2026-38604,502467,11.81847
2026-09308,101529,30.366863
2026-23888,112422,29.703197
2026-29940,117212,65.186901
2026-08664,100945,20.870613
2026-09859,101949,9.289127
2026-00497,135003,10.245864
2026-35388,121430,62.926119
2026-34715,120796,23.291665
2026-37725,123526,37.580005
2026-33179,303161,2.513483
2026-04482,109934,26.90302
2026-35512,121530,42.922841
2026-17497,307704,36.775552
2026-06223,110837,177.799922
2026-29815,302690,5.339096
2026-25779,113581,64.978022
2026-22071,125638,14.360806
2026-26507,114508,1.351053
2026-33704,120037,60.561785
2026-25763,113452,69.568286
2026-00326,134456,35.568866
2026-42708,129494,21.364162
2026-29721,116962,115.411533
2026-11123,102968,26.792991
2026-30362,311402,14.613511
2026-07517,500338,0.459031
2026-12988,500018,8.722193
2026-31811,118752,60.235101
2026-04697,110090,77.589727
2026-27953,115648,22.69899
2026-21645,125291,27.073052
2026-13503,104734,9.634309
2026-28198,115857,12.513601
2026-29050,116434,34.488488
2026-16581,306367,11.372311
