iern,school_id,linear_distance_km
2026-35772,121760,46.309913
2026-13196,502271,27.869924
2026-08832,101101,37.458111
2026-10322,100431,6.961552
2026-06511,111371,4.927104
2026-36284,122245,45.748735
2026-36302,122263,34.177466
2026-42326,129143,15.124168
2026-13010,103389,11.456064
2026-09675,101800,10.548441
2026-16464,106709,7.542193
2026-05749,501107,339.083027
2026-06473,111340,34.624373
2026-09587,101730,14.294311
2026-33416,119366,4.76121
2026-07915,100266,6.685083
2026-12309,104030,29.586379
2026-16913,107299,11.115147
2026-26957,114779,23.821313
2026-17345,301101,7.226936
2026-11676,103482,74.340598
2026-37795,193543,21.499706
2026-09897,300347,17.27667
2026-19388,109393,8.101008
2026-43606,129128,8.27344
2026-11782,103566,37.626034
2026-15979,106914,21.576568
2026-24916,113194,19.847266
2026-18915,109078,78.869914
2026-06092,110882,95.044962
2026-33331,120721,14.394077
2026-01476,305175,23.755573
2026-37165,303576,24.852036
2026-45396,131141,66.72697
2026-31388,118389,50.788244
2026-31940,118821,69.322492
2026-01912,136241,11.367734
2026-31555,312336,80.880878
2026-08148,150514,73.814383
2026-18062,307922,15.042195
2026-14796,105902,18.304405
2026-10594,306017,23.422182
2026-10567,102398,68.745638
2026-18652,301386,71.689726
2026-13431,104689,8.230084
2026-40421,501041,43.034766
2026-40549,127790,88.679629
2026-15881,160509,21.274046
2026-06918,136477,2.651288
2026-37718,123518,32.677643
2026-26637,114621,7.70602
2026-10498,102320,8.158359
2026-25462,113719,34.297882
2026-37005,123193,20.48449
2026-21777,125400,47.255595
2026-03435,214005,30.725769
2026-22215,125752,36.994857
2026-17925,108258,18.530794
2026-29655,116915,54.610358
2026-18424,108670,86.173544
2026-42671,306222,21.321074
2026-31346,118351,65.212958
2026-24846,113137,34.040703
2026-14444,300819,35.314124
2026-08138,100489,57.545679
2026-41704,128487,6.993791
2026-06152,111068,15.981211
2026-17625,107992,14.28567
2026-29249,116582,40.595013
2026-41689,128479,20.340839
2026-26399,302249,4.753136
2026-34825,120893,61.528906
2026-12673,104299,15.877701
2026-31908,118864,39.06358
2026-04457,109916,24.329265
2026-09780,152002,24.774107
2026-23273,111974,25.526022
2026-01210,135577,18.43957
2026-25731,302110,17.752001
2026-39103,126405,66.748779
2026-14226,105375,20.666396
2026-17792,108120,17.558364
2026-38094,123845,18.765823
2026-00683,135030,18.129098
2026-26597,114583,13.264533
2026-14436,105591,24.789685
2026-38305,124067,15.435738
2026-28518,302534,40.217897
2026-12127,103885,19.183966
2026-21665,306414,44.118857
2026-42990,502023,47.583563
2026-42744,129514,11.114688
2026-03890,132906,67.415468
2026-22924,502479,19.067518
2026-44691,130448,31.602096
2026-13358,104642,30.151922
2026-32537,119399,102.934063
2026-17541,107583,22.255943
2026-14166,105311,52.808179
2026-27435,115190,24.76878
2026-03560,305953,11.39659
2026-21712,125349,28.370266
2026-04544,109976,10.361298
2026-08131,100480,74.572637
2026-28060,115742,16.731559
2026-00255,134392,56.634701
2026-06026,111108,106.543752
2026-10275,300393,6.013989
2026-26361,114411,36.888555
2026-28849,311012,90.474673
2026-35199,121273,25.623448
2026-07670,500000,35.582807
2026-11959,103717,29.436359
2026-09779,101886,18.111164
2026-19038,308032,12.642534
2026-15668,106593,20.033013
2026-21216,303763,40.051852
2026-20026,107775,7.111757
2026-40147,127345,32.413549
2026-12136,103889,14.627645
2026-31149,118188,36.177753
2026-03116,132033,19.583807
2026-06240,309115,165.098925
2026-23327,502802,34.449128
2026-20316,107714,42.771517
2026-14135,105288,29.069109
2026-26205,114283,22.451405
2026-13788,105027,6.25465
2026-28318,116800,14.239146
2026-27121,114916,2.187866
2026-26990,114810,26.082369
2026-20861,124668,35.381188
2026-01292,135645,51.165027
2026-10081,300284,19.121092
2026-07084,136513,3.465709
2026-23615,112218,40.070156
2026-31480,118468,16.022182
2026-38534,303667,5.789113
2026-02255,136008,8.554383
2026-43691,129895,38.170349
2026-03427,132347,28.391226
2026-25949,114069,27.381464
2026-00286,134424,38.920582
2026-14481,105620,22.346465
2026-13491,104726,22.276778
2026-04368,317307,6.583762
2026-16428,105341,7.43478
2026-12003,103749,28.653228
2026-10620,300453,23.346383
2026-42139,128900,20.441587
2026-21536,125198,34.860297
2026-23862,112396,35.862153
2026-18091,301278,19.108044
2026-32720,119569,36.009215
2026-28296,116783,79.212137
2026-25361,302130,83.797982
2026-36465,122351,43.254043
2026-00016,134313,10.09613
2026-41758,137067,8.664871
2026-14117,105270,28.896408
2026-38148,123877,20.116948
2026-03430,132350,27.245923
2026-44068,130249,20.074512
2026-25627,113873,14.831973
2026-37812,123594,15.177659
2026-24223,112681,26.403174
2026-07521,136850,2.521214
2026-43065,129738,12.258884
2026-34895,120954,35.936678
2026-01112,219515,39.960969
2026-19674,500889,0.669607
2026-10135,102181,0.426292
2026-06303,305547,331.913004
2026-23336,112032,31.009779
2026-31861,118797,34.18752
2026-31556,500483,73.757373
2026-08795,101071,5.426614
2026-32365,119237,6.14761
2026-31034,118096,27.821874
2026-36361,192017,19.954947
2026-10707,102552,81.321807
2026-15372,106354,27.693235
2026-17442,107828,49.152461
2026-36023,306216,47.307278
2026-40607,304094,9.747492
2026-18714,108910,26.407644
2026-44904,304569,17.495775
2026-07109,305370,2.923211
2026-23606,112206,26.502285
2026-45838,306444,73.903198
2026-05312,110540,19.509883
2026-35860,121832,51.1314
2026-30267,117508,2.174687
2026-36642,122586,24.073277
2026-17750,301208,17.088167
2026-29685,116939,51.704394
2026-16771,107902,2.958479
2026-06074,111249,169.673857
2026-42641,129442,27.640369
2026-24494,112890,50.603087
2026-05221,110473,95.538969
2026-45640,304666,1.17246
2026-14465,306808,18.723762
2026-28228,115882,15.040939
2026-45853,306457,40.498789
2026-00301,134439,34.394469
2026-43007,316203,16.632713
2026-11400,103072,31.744839
2026-24019,112518,14.445104
2026-06034,111131,162.362244
2026-11701,103500,27.813793
2026-25971,114089,10.659409
2026-19878,109847,4.876015
2026-26477,310201,5.511432
2026-10742,102595,72.256157
2026-37899,123667,27.857636
2026-11801,103583,9.276823
2026-08758,101015,39.72719
2026-14370,105501,7.263177
2026-10088,102131,16.380114
2026-03597,132483,16.382005
2026-25164,309915,37.710115
2026-32025,118926,61.746547
2026-06227,110846,159.182348
2026-31386,118387,48.639466
2026-21883,125485,15.392249
2026-16697,159547,0.410588
2026-24338,112767,13.023161
2026-35945,121903,30.494491
2026-37885,123655,27.620647
2026-37644,123450,15.397747
2026-15271,105936,26.625433
2026-40383,201018,48.85719
2026-13676,104951,25.30151
2026-17261,107611,39.605222
2026-02342,131458,39.691547
2026-18611,108827,79.145209
2026-43962,130136,20.671332
2026-07056,136525,5.549816
2026-06387,111272,45.872129
2026-29845,117137,59.704673
2026-02082,136376,20.039473
2026-28149,179007,45.111564
2026-25884,114020,32.282865
2026-17264,107616,39.014642
2026-07821,100187,10.111673
2026-01494,135825,12.641031
2026-09997,102059,19.080705
2026-28606,311002,29.295813
2026-30347,311404,3.009651
2026-19986,107746,6.987184
2026-42824,129571,33.683822
2026-16706,502224,5.251478
2026-23590,112196,18.219802
2026-20245,502422,5.684126
2026-06181,301722,7.756206
2026-29841,117133,62.69632
2026-24890,113172,20.441868
2026-32096,118988,37.350887
2026-21537,125199,28.141837
2026-14493,159015,23.90386
2026-29662,502589,50.475914
2026-19958,109361,309.494298
2026-21746,303776,19.439182
2026-16590,502028,4.717402
2026-29417,116740,48.270915
2026-35486,121507,52.12637
2026-17296,107649,16.628551
2026-33943,120458,38.674795
2026-21238,124973,27.910531
2026-22072,125639,19.161039
2026-23792,112341,15.388862
2026-34707,120788,21.081162
2026-15263,159524,11.915892
2026-03784,501690,50.303414
2026-13339,104628,19.875527
2026-11642,103450,68.042971
2026-36400,303465,34.079707
2026-23839,112380,25.351001
2026-31031,118093,27.20149
2026-15339,300962,23.963731
2026-36247,502986,14.334316
2026-08630,300090,10.850459
2026-14358,300855,27.498535
2026-27865,115573,21.873392
2026-04073,322504,4.728076
2026-35936,303403,34.783106
2026-42948,304359,4.762359
2026-38107,123860,22.993493
2026-36097,121994,29.279764
2026-14682,105814,9.893113
2026-15253,105915,11.933283
2026-36322,122295,37.45065
2026-18183,108458,23.975041
2026-14556,105683,47.644029
2026-09271,300234,0.76072
2026-32753,119596,60.848831
2026-07367,300553,5.487425
2026-16879,107269,11.292347
2026-13529,306715,13.710337
2026-22953,111651,9.805534
2026-21261,314205,24.288834
2026-26903,114734,15.264486
2026-34258,190003,13.995463
2026-24246,301936,27.950863
2026-20534,124402,25.413469
2026-40304,127540,22.623545
2026-14282,105427,21.728099
2026-40122,127322,19.627897
2026-02894,131991,20.063536
2026-07365,137129,3.588765
2026-08341,100653,32.741359
2026-12945,103391,12.03547
2026-04653,110059,31.465014
2026-12639,300655,6.061257
2026-36371,122008,29.006216
2026-43303,304236,12.199482
2026-13461,104580,17.187352
2026-19981,107783,1.964594
2026-09574,501117,5.212929
2026-00319,252544,37.865069
2026-10499,102322,10.967951
2026-03672,132681,29.786687
2026-21182,196006,50.265983
2026-14477,306380,43.464441
2026-03293,132238,34.233443
2026-13218,104504,34.769543
2026-43594,129102,8.39353
2026-11648,103456,69.949483
2026-40545,127782,92.680893
2026-14853,105956,16.225472
2026-10438,500482,2.692685
2026-40079,304024,8.709671
2026-32749,303085,71.942084
2026-36060,121989,21.562198
2026-07409,136790,4.891267
2026-10996,102856,117.188253
2026-01084,135469,44.418422
2026-03028,212502,2.592207
2026-32853,303021,69.664019
2026-09395,101583,25.994069
2026-37154,122791,32.704678
2026-23433,112024,35.587419
2026-10248,102260,2.244648
2026-17629,107996,11.281983
2026-40616,127851,53.355721
2026-07194,305379,7.07363
2026-07433,305439,4.000826
2026-32015,501346,39.457018
2026-44101,130281,77.791782
2026-33737,120065,4.915411
2026-27610,115347,69.840977
2026-20171,107989,2.130114
2026-33445,118701,2.894209
2026-12729,500025,41.929788
2026-29792,117019,5.736157
2026-32818,119642,58.621485
2026-02129,319217,27.261349
2026-14016,306807,21.449708
2026-36277,122232,51.555453
2026-11300,102585,140.022922
2026-08044,100377,4.884782
2026-21858,196043,22.425774
2026-43177,129789,15.993305
2026-14439,105594,25.03205
2026-41172,501209,10.152558
2026-04537,109969,8.322177
2026-33277,189001,0.027198
2026-43679,129885,22.579136
2026-10424,101026,1.073305
2026-41693,304202,13.815636
2026-41478,137005,57.888706
2026-11405,103078,38.792932
2026-34710,120791,22.379164
2026-30747,302610,8.111362
2026-41411,128275,15.990783
2026-09864,101955,5.283068
2026-23645,301900,28.192927
2026-45101,501262,42.424698
2026-05198,110456,58.304814
2026-02388,211509,9.674007
2026-07828,150003,12.545445
2026-12774,104385,7.072942
2026-37772,193537,43.007467
2026-43419,128850,28.546649
2026-17435,107821,48.168009
2026-07470,136799,2.530528
2026-39638,126908,3.391246
2026-00886,319010,43.859894
2026-09204,101435,13.302157
2026-36078,121613,27.053879
2026-34927,120980,27.927035
2026-15750,106661,34.413118
2026-06118,110947,309.405557
2026-44201,130412,31.370286
2026-09415,101599,41.41075
2026-26462,114486,5.343115
2026-08735,100998,44.889654
2026-02825,131736,57.776329
2026-04366,281003,14.151099
2026-23724,301913,60.316458
2026-33699,120032,64.645452
2026-31875,118820,76.731231
2026-05240,305968,98.372815
2026-17821,108145,19.840404
2026-29302,116627,5.632748
2026-31756,118697,15.480572
2026-03194,132148,13.39913
2026-25422,113661,36.11262
2026-31358,118363,61.274979
2026-04408,109870,20.601308
2026-33371,120749,4.238483
2026-11494,103159,26.446885
2026-33779,120220,26.601742
2026-16275,345224,1.054813
2026-43379,304338,12.029453
2026-31778,305761,78.296199
2026-24275,112720,46.770786
2026-16575,104562,2.171814
2026-36283,122241,47.694029
2026-04549,301550,10.48632
2026-07806,100176,47.69073
2026-06327,301744,238.069656
2026-11978,103734,29.787006
2026-34611,120627,26.879272
2026-14076,105235,28.908101
2026-25894,114030,35.8647
2026-17331,107677,8.398495
2026-20220,108249,1.494683
2026-01995,136309,53.737766
2026-20065,109238,9.182713
2026-28604,302457,25.871034
2026-40193,304035,36.946166
2026-05363,110575,52.86703
2026-29472,302744,2.649468
2026-03451,132388,33.926361
2026-16693,159505,5.336319
2026-40118,127318,18.905353
2026-39875,127114,29.6942
2026-42211,128951,23.628129
2026-09029,101291,36.814767
2026-07597,136903,0.285714
2026-38208,123957,36.23374
2026-38867,306338,9.652124
2026-15998,106930,41.394473
2026-10837,102693,70.543887
2026-09111,101366,46.661809
2026-09909,101990,16.900933
2026-24689,113028,31.253767
2026-40017,501599,29.06404
2026-06093,110885,90.379683
2026-40875,305908,9.169569
2026-16185,500766,11.759133
2026-32407,306293,11.271656
2026-34637,120200,7.480673
2026-02146,305270,2.419683
2026-33454,118710,4.36291
2026-37693,123493,21.672962
2026-13320,104616,17.23409
2026-09385,300257,385.780203
2026-10220,153501,4.362701
2026-30593,117876,3.752432
2026-14428,105582,28.008472
2026-25846,113986,21.948902
2026-36233,122191,11.623341
2026-29848,302674,56.463541
2026-35041,121074,87.143288
2026-11191,102884,11.784938
2026-26786,302288,23.052506
2026-00549,135088,28.131126
2026-33983,303255,0.139885
2026-32815,119638,62.068249
2026-05046,110361,71.489845
2026-45052,501677,29.779948
2026-12770,300659,29.710299
2026-43285,128685,9.329946
2026-05823,111047,315.745042
2026-36980,123145,63.427037
2026-30022,117278,20.96094
2026-12133,500088,19.167613
2026-09521,101682,25.40739
2026-06145,309165,284.540604
2026-28342,501463,12.947118
2026-33167,303162,1.784689
2026-24256,112700,27.002595
2026-02386,131535,18.012552
2026-43485,304271,15.710069
2026-27382,302383,113.03769
2026-08737,101000,35.5853
2026-16574,104561,1.406782
2026-32173,119047,15.111952
2026-41675,128463,17.280781
2026-17236,107585,9.621972
2026-45857,137375,44.46295
2026-18199,301270,26.037531
2026-43406,128837,24.227816
2026-25596,502544,69.193815
2026-42908,137338,49.203282
2026-36339,192032,37.146407
2026-20535,124403,22.827595
2026-00025,134325,9.590363
2026-24600,112958,74.032064
2026-28349,116825,23.315449
2026-16514,106740,7.812031
2026-13807,105040,25.33681
2026-05041,110355,75.414055
2026-34224,190001,13.274797
2026-38276,124015,25.572081
2026-26378,114428,2.644992
2026-27759,115476,37.10733
2026-25186,113413,33.924326
2026-08311,100626,7.683008
2026-10626,102446,78.520149
2026-02641,131796,16.084581
2026-02199,136010,0.902398
2026-24911,174016,27.119332
2026-00959,135255,68.899494
2026-44016,304417,63.58085
2026-14216,159014,40.311214
2026-15817,501213,8.547689
2026-14693,105825,20.363876
2026-03409,132330,13.645198
2026-29546,117684,2.583698
2026-28745,116178,54.444942
2026-42503,129282,38.152062
2026-10821,102670,46.93846
2026-37778,502476,37.150182
2026-27919,115618,2.645147
2026-14322,105460,35.467919
2026-24810,113113,32.608211
2026-26565,114553,13.095207
2026-29493,117619,2.497979
2026-23741,301895,7.025298
2026-00670,501115,11.585718
2026-23229,301848,47.351958
2026-01189,219523,37.678315
2026-39913,127160,9.9559
2026-28242,115894,16.462404
2026-10503,500062,9.329842
2026-23019,309508,6.673194
2026-03022,131839,6.772038
2026-01895,221016,14.247681
2026-29651,116909,54.573988
2026-18905,109068,63.895774
2026-11894,103661,82.018164
2026-36282,122239,48.543332
2026-16179,161001,9.249755
2026-12799,502268,2.948986
2026-28938,116341,20.267413
2026-17241,107591,12.446547
2026-24262,112706,38.317463
2026-42742,129512,9.512459
2026-26930,114756,4.388123
2026-28412,115962,21.65549
2026-27991,115686,34.036772
2026-02218,136182,7.250977
2026-11328,103001,38.177591
2026-37169,122805,13.082316
2026-14630,105781,15.779069
2026-01300,135654,52.818264
2026-08434,100734,7.832975
2026-15873,106829,22.619609
2026-42650,129449,25.61742
2026-04748,110127,120.441755
2026-12979,103373,12.018221
2026-04535,109967,10.386809
2026-15414,106384,12.381511
2026-11931,103698,42.926408
2026-05770,501204,311.969055
2026-23728,309616,
2026-08866,101126,34.978952
2026-36789,122731,16.957112
2026-23416,111960,27.555239
2026-29989,117254,26.846817
2026-04615,110029,11.835983
2026-10015,102075,17.279007
2026-21803,125420,26.894443
2026-28762,116196,48.643456
2026-20882,124686,46.432393
2026-41674,128462,5.475899
2026-33768,120191,47.67612
2026-03704,132707,17.872969
2026-42715,129501,16.803805
2026-15837,501186,5.046505
2026-43232,128776,3.906081
2026-07400,340552,4.725871
2026-07673,100045,40.672129
2026-41562,128379,42.586266
2026-00732,501104,26.214342
2026-26416,302251,1.816863
2026-07953,100297,12.038395
2026-23329,112017,36.58961
2026-12817,103198,16.039651
2026-07559,136887,0.716832
2026-07677,100049,35.942676
2026-04781,110169,1.25827
2026-43651,129854,84.563595
2026-02136,136386,4.01509
2026-11320,300430,28.849361
2026-15898,160522,35.635298
2026-30119,117385,6.652551
2026-29630,116888,78.087543
2026-40554,127796,33.117896
2026-00274,134410,41.863069
2026-23497,112124,51.906676
2026-31072,302865,72.140544
2026-39572,126481,69.345913
2026-39141,126432,72.830344
2026-09259,500369,8.224612
2026-23550,309619,38.196332
2026-02833,212006,67.257715
2026-36389,122115,29.957989
2026-30034,302609,26.642579
2026-02094,136196,25.877014
2026-14463,300830,25.369419
2026-02172,136410,2.20127
2026-29641,116897,57.860851
2026-29351,116666,30.043704
2026-41905,137011,84.349711
2026-38175,123927,19.548475
2026-22058,125634,1.76088
2026-05475,110667,44.397074
2026-11840,103616,21.569397
2026-36354,122318,23.671021
2026-31243,118265,6.594184
2026-42269,129050,12.771622
2026-07282,136706,2.726289
2026-27753,115468,34.578595
2026-14347,105480,28.257066
2026-25874,114010,32.211166
2026-33020,119812,48.803713
2026-08874,300145,27.478285
2026-06207,111133,84.981259
2026-09388,321121,28.854606
2026-03966,502145,62.421068
2026-20483,124366,30.724018
2026-15175,106276,10.037518
2026-14228,105378,14.609356
2026-12101,103861,29.445816
2026-07891,100247,30.75314
2026-42946,129650,1.379482
2026-14127,105280,30.911352
2026-04311,131631,9.117247
2026-00885,318806,51.104247
2026-05063,309027,73.217272
2026-35762,121750,39.044087
2026-16814,107201,24.732567
2026-43747,304453,47.717088
2026-23604,112204,48.037465
2026-22037,125612,8.904868
2026-12368,104128,17.348796
2026-12868,300567,6.12682
2026-17956,108282,11.383492
2026-03072,212505,16.461144
2026-33519,119158,0.059854
2026-44049,304510,21.431024
2026-33024,119816,46.081201
2026-37963,303627,16.093255
2026-37037,303530,34.705035
2026-15681,106606,15.355328
2026-13155,104455,79.263525
2026-07462,136811,8.843713
2026-07352,305428,5.770397
2026-17949,108275,9.442849
2026-41055,128112,13.394062
2026-42864,502888,22.223444
2026-44178,304483,10.771905
2026-06898,136464,2.16177
2026-32367,119239,8.483645
2026-07811,300019,46.352801
2026-11231,102564,66.745515
2026-24116,112597,60.978638
2026-25987,114103,24.121201
2026-13360,104646,26.954856
2026-10167,300375,6.439907
2026-10165,300373,1.020921
2026-40657,127889,67.491469
2026-26371,114420,0.219761
2026-01046,135438,22.582748
2026-14461,137184,20.092334
2026-23874,112408,38.256153
2026-17663,108025,19.369659
2026-08485,300086,71.198257
2026-23811,112355,26.224106
2026-37606,123366,16.472666
2026-07099,136589,1.74494
2026-10160,102201,3.170828
2026-26641,114585,8.480069
2026-16288,107141,2.105965
2026-45060,130684,44.243095
2026-15121,106238,13.588462
2026-25345,113570,75.778467
2026-09059,101315,6.094755
2026-45545,131302,5.364758
2026-11608,300533,56.47917
2026-13780,105019,6.972973
2026-07101,305364,0.767691
2026-06732,305541,6.707641
2026-30572,117853,11.433759
2026-27756,115473,36.23944
2026-21209,124953,37.490175
2026-17823,108147,18.840506
2026-19691,109705,5.951074
2026-11274,102387,60.084978
2026-41672,128460,24.551798
2026-24013,112511,16.779835
2026-05804,111028,210.638201
2026-42159,128920,28.906326
2026-15588,501835,29.093404
2026-24303,112737,46.969276
2026-16278,107133,2.501697
2026-01012,135412,39.278172
2026-12047,103787,50.668993
2026-07626,100005,11.067769
2026-01395,135733,7.22666
2026-11845,103621,17.543234
2026-04844,110226,40.574673
2026-38654,122172,13.688604
2026-05054,110369,73.276433
2026-11829,103609,58.536544
2026-21177,124932,40.803515
2026-32820,119644,50.463317
2026-01894,221003,21.001347
2026-30931,305961,34.713099
2026-05000,110325,10.543626
2026-35851,191511,33.43606
2026-17938,164529,13.954511
2026-26666,111821,0.939716
2026-24861,113152,28.824627
2026-01979,136291,54.081542
2026-36497,122434,49.968665
2026-31922,118822,82.036813
2026-18960,308046,37.815743
2026-29647,116903,56.013033
2026-45324,131082,11.653756
2026-23483,112110,55.906932
2026-14257,501840,12.655416
2026-31377,118377,48.039264
2026-15161,502877,3.014336
2026-03696,132703,40.305041
2026-14746,105867,17.41593
2026-41697,501055,20.286269
2026-07068,340697,6.059716
2026-09823,101919,18.535318
2026-10178,500742,4.889819
2026-16967,107342,12.160301
2026-39528,126771,50.307712
2026-07967,100307,7.700887
2026-04279,131601,2.032704
2026-40455,127698,35.663129
2026-04570,301542,6.193823
2026-08200,500596,15.768761
2026-13487,104720,21.743851
2026-14718,137036,8.644572
2026-26759,113701,5.057015
2026-38109,123862,23.493377
2026-11438,103108,21.842658
2026-20125,107886,3.831166
2026-24816,113119,42.724805
2026-14802,105908,15.941104
2026-31308,302852,50.686406
2026-08035,500598,37.334893
2026-32607,119457,89.687253
2026-27777,115494,37.943975
2026-02283,136160,8.562412
2026-44874,130748,40.363185
2026-00845,219024,26.102157
2026-22364,125878,15.360902
2026-05529,301612,24.469326
2026-38150,123900,21.976859
2026-11340,103012,50.030461
2026-11409,103082,29.694026
2026-05892,111178,144.641597
2026-41013,500799,12.208627
2026-41417,204001,16.541529
2026-25499,113766,34.644788
2026-17106,107458,18.835293
2026-01197,135560,24.010828
2026-19234,109387,28.67038
2026-18237,108509,29.365205
2026-04869,110241,45.793635
2026-11947,103708,52.622578
2026-26837,501791,9.98261
2026-12140,103894,19.789818
2026-08622,100911,10.231367
2026-10064,102117,28.435119
2026-36720,501718,68.285391
2026-40950,128051,7.953635
2026-26274,114338,38.862873
2026-11688,103489,29.228303
2026-04854,305534,73.938624
2026-05229,110481,100.626108
2026-09889,101975,19.391916
2026-28094,115771,51.539534
2026-37090,123262,37.022255
2026-04133,132316,8.706161
2026-43623,129823,64.794873
2026-08521,100828,24.679695
2026-17065,301125,52.2586
2026-40564,127808,37.844791
2026-07368,320201,1.177739
2026-06864,136440,2.651241
2026-09128,321103,53.251405
2026-07271,136689,0.889657
2026-10138,500055,2.75274
2026-27095,302339,42.061552
2026-16618,240005,0.652297
2026-36603,122554,69.184836
2026-14962,106054,22.329566
2026-39259,126615,51.780127
2026-33422,322004,3.154501
2026-34402,120568,1.765339
2026-31956,118870,62.329453
2026-07979,100320,4.663953
2026-07012,136563,5.419448
2026-15799,106782,16.115376
2026-31855,118791,38.804731
2026-14362,105492,12.116759
2026-27611,115348,65.733696
2026-05634,110824,155.071405
2026-35828,121808,20.821184
2026-05173,309034,129.602023
2026-17422,107811,26.037482
2026-25793,113648,46.854225
2026-14420,300838,31.138171
2026-41676,128465,16.311048
2026-07173,319701,3.343316
2026-21438,303799,8.145965
2026-26919,114746,5.789266
2026-34314,321901,21.389233
2026-05370,110582,48.7426
2026-44274,130165,22.907933
2026-30611,117860,19.890101
2026-22378,303860,14.393894
2026-42064,128595,74.405674
2026-13268,104534,0.11531
2026-34013,120519,39.721579
2026-06775,111570,0.467066
2026-42311,304295,5.443863
2026-28093,115770,53.734967
2026-29104,116473,8.289349
2026-27335,310704,18.937268
2026-30814,306248,0.927731
2026-08092,100421,26.474122
2026-06440,111313,33.761882
2026-06924,305313,3.450053
2026-04055,132617,12.718277
2026-31220,118246,54.898691
2026-16852,107247,38.304175
2026-06407,111289,24.166354
2026-27641,115373,19.056883
2026-19938,301423,5.774077
2026-01327,502168,56.044356
2026-38999,500890,23.693652
2026-08338,100650,31.701799
2026-40367,304040,16.648719
2026-15654,106579,17.8189
2026-34727,120807,19.61878
2026-10278,300397,3.554388
2026-07305,305419,6.12112
2026-32433,303043,112.809947
2026-22799,303929,10.61165
2026-34873,120936,63.560306
2026-04319,131644,6.676456
2026-05016,110342,13.031453
2026-19165,109305,37.419485
2026-06696,171508,3.949568
2026-09590,101734,25.050566
2026-10105,300368,0.599002
2026-19639,109661,3.682511
2026-08726,300144,17.901892
2026-29419,116743,54.740451
2026-34180,120470,45.540095
2026-11996,500086,43.734179
2026-23343,112045,39.022285
2026-34866,120929,68.29444
2026-12162,103170,37.603096
2026-38213,123962,15.087738
2026-11925,103692,47.600557
2026-41678,128467,12.705204
2026-40678,127909,22.647857
2026-04516,109959,10.81212
2026-38939,126548,17.903084
2026-32800,303117,30.587326
2026-33157,303146,5.929961
2026-04285,131615,0.427436
2026-01848,319112,18.022251
2026-29910,180510,132.941718
2026-19898,301513,12.032223
2026-30197,302710,3.894009
2026-13935,105155,17.312577
2026-23449,309509,33.584328
2026-26756,113691,10.114263
2026-39188,314931,65.091397
2026-11290,102771,52.700579
2026-23605,112205,20.252252
2026-43705,304471,33.760123
2026-30597,117881,21.592167
2026-00504,501342,19.902066
2026-35242,121312,37.314541
2026-09436,151508,31.488342
2026-01939,136265,4.299298
2026-44497,304533,33.770051
2026-44872,130745,39.188262
2026-01773,136077,18.515095
2026-29591,302806,9.558127
2026-26831,302289,7.848975
2026-17174,107518,54.175266
2026-11398,500089,39.217884
2026-28911,116316,18.266919
2026-12392,104152,21.513268
2026-23199,111898,14.273248
2026-43790,130010,30.119395
2026-35103,121193,35.796232
2026-14473,105616,43.851603
2026-07388,136780,2.075139
2026-35529,121555,8.128075
2026-39504,303965,45.765919
2026-02613,131768,38.081715
2026-02411,304674,13.254052
2026-38786,121085,9.693183
2026-33785,120226,18.86429
2026-07326,136733,6.284051
2026-15084,300905,17.033351
2026-02100,136215,22.329617
2026-10151,502262,1.368439
2026-35163,121247,25.446408
2026-14412,105567,31.015025
2026-35930,121890,36.840889
2026-26980,500174,29.556501
2026-04507,109950,15.6123
2026-45364,131118,68.735331
2026-10994,102854,109.894885
2026-29141,302448,66.227799
2026-40662,127896,68.123099
2026-26635,114619,8.232681
2026-33082,303081,71.414027
2026-05192,110450,61.52228
2026-33398,119348,3.366009
2026-05989,111152,116.7392
2026-00044,134336,0.170917
2026-31311,306194,49.309538
2026-09591,101735,21.954512
2026-18119,108389,15.391213
2026-09854,300348,16.11147
2026-13069,105721,1.656538
2026-11126,102971,25.614512
2026-02629,131791,9.811921
2026-06055,309149,154.30295
2026-30123,302678,6.719703
2026-25788,113595,62.770635
2026-35234,303372,33.498657
2026-07280,320002,3.607904
2026-01478,135808,12.029224
2026-02902,317434,25.863219
2026-15354,106337,27.720554
2026-17229,301116,30.042132
2026-10658,102489,41.24357
2026-45521,131273,0.138674
2026-12111,155513,31.869351
2026-25965,114083,12.718046
2026-00662,135060,13.83701
2026-38114,313729,12.756286
2026-16204,107117,6.116009
2026-18587,108800,68.163438
2026-42292,304263,20.036944
2026-02668,501126,17.540773
2026-06847,136428,3.880982
2026-18566,108784,81.078502
2026-10057,102110,30.738944
2026-40346,127582,27.592901
2026-23368,112063,38.202462
2026-43647,129844,78.011289
2026-18165,108445,4.796681
2026-16554,105557,5.252968
2026-43852,130056,8.622458
2026-09677,101802,9.84977
2026-00993,135395,26.77836
2026-08759,101017,46.41806
2026-14844,300940,17.781886
2026-17320,307713,21.902229
2026-40471,127712,29.636681
2026-41589,305771,31.215192
2026-43012,129694,2.80763
2026-13484,104717,20.295849
2026-00667,135081,15.735381
2026-27819,115530,41.516162
2026-11055,102916,124.122528
2026-20536,124404,23.348574
2026-43835,130044,
2026-14233,105383,14.440022
2026-00034,318402,9.676337
2026-13428,306085,15.498603
2026-17025,107392,33.059775
2026-07669,300023,35.718147
2026-00831,135282,23.141326
2026-18088,301237,12.293754
2026-00736,135171,25.100055
2026-25095,113344,24.903013
