region,province,company,sector,industry,longitude,latitude,coordinates
NCR,Metro Manila,WORLD MARINER PHILS.,Transportation,Warehousing and Support Activities for Transportation,121.0323902,14.5584827,"14.5584827,121.0323902"
NCR,Metro Manila,"NONPAREIL INTERNATIONAL FREIGHT & CARGO SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0320146,14.4916528,"14.4916528,121.0320146"
NCR,Metro Manila,"MOL LOGISTICS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0308002,14.4588053,"14.4588053,121.0308002"
NCR,Metro Manila,JG JINMEN LEISURES CORPORATION,Food Establishments,Accommodation,121.0306094,14.629185,"14.629185,121.0306094"
NCR,Metro Manila,AIRWINDS FREIGHT FORWARDERS,Transportation,Warehousing and Support Activities for Transportation,121.0305195,14.584989,"14.584989,121.0305195"
NCR,Metro Manila,CENMACO INC.,Transportation,Warehousing and Support Activities for Transportation,121.0304273,14.5946755,"14.5946755,121.0304273"
NCR,Metro Manila,CENMACO INC.,Transportation,Warehousing and Support Activities for Transportation,121.0304273,14.5946755,"14.5946755,121.0304273"
NCR,Metro Manila,"JIAMIN CARGO EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0300875,14.6859482,"14.6859482,121.0300875"
NCR,Metro Manila,"LIONSHIP PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0294337,14.5640876,"14.5640876,121.0294337"
NCR,Metro Manila,MAYON CONSOLIDATED INC.,Transportation,Warehousing and Support Activities for Transportation,121.0292476,14.6377591,"14.6377591,121.0292476"
NCR,Metro Manila,MAYON CONSOLIDATED INC.,Transportation,Warehousing and Support Activities for Transportation,121.0292476,14.6377591,"14.6377591,121.0292476"
NCR,Metro Manila,"FOREMOST INTERNATIONAL FREIGHT FORWARDERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0286946,14.6481716,"14.6481716,121.0286946"
NCR,Metro Manila,"JRC LOGISTICS PHILS., INT'L., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0283276,14.4814544,"14.4814544,121.0283276"
NCR,Metro Manila,"CP WORLD PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0283262,14.5615636,"14.5615636,121.0283262"
NCR,Metro Manila,"ISOTAINER SHIPPING AGENCIES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0278192,14.6444175,"14.6444175,121.0278192"
NCR,Metro Manila,"MIZZEN SHIPPING ENTERPRISES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0277074,14.4267805,"14.4267805,121.0277074"
NCR,Metro Manila,WORLD TIME EXPRESS CARGO LOGISTICS COMPANY,Transportation,Warehousing and Support Activities for Transportation,121.0272423,14.6426355,"14.6426355,121.0272423"
NCR,Metro Manila,LALAINE LOGISTICS INT'L. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0267043,14.4762277,"14.4762277,121.0267043"
NCR,Metro Manila,"SSI STORAGE SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0266715,14.4934663,"14.4934663,121.0266715"
NCR,Metro Manila,MACROASIA  CATERING SERVICES INC.,Transportation,Warehousing and Support Activities for Transportation,121.026616,14.509682,"14.509682,121.026616"
NCR,Metro Manila,MACROASIA  CATERING SERVICES INC.,Transportation,Warehousing and Support Activities for Transportation,121.026616,14.509682,"14.509682,121.026616"
NCR,Metro Manila,ASPEN COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,121.0264317,14.5814121,"14.5814121,121.0264317"
NCR,Metro Manila,ASPEN COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,121.0264317,14.5814121,"14.5814121,121.0264317"
NCR,Metro Manila,"GLS INTERFREIGHT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.025999,14.558621,"14.558621,121.025999"
NCR,Metro Manila,DOLE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0252672,14.5577851,"14.5577851,121.0252672"
NCR,Metro Manila,DOLE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0252672,14.5577851,"14.5577851,121.0252672"
NCR,Metro Manila,BNC INGREDIENTS CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0252619,14.5584028,"14.5584028,121.0252619"
NCR,Metro Manila,XVC LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0248515,14.4276045,"14.4276045,121.0248515"
NCR,Metro Manila,RCS SHIPPING AGENCIES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0244174,14.5720804,"14.5720804,121.0244174"
NCR,Metro Manila,"ALLPORT FREIGHT CONSOLIDATOR, INC.",Transportation,Warehousing and Support Activities for Transportation,121.023999,14.424656,"14.424656,121.023999"
NCR,Metro Manila,"BONIFACIO HOTEL VENTURES, INC.",Food Establishments,Accommodation,121.023587,14.555838,"14.555838,121.023587"
NCR,Metro Manila,DIMERCO EXPRESS PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0234074,14.5316081,"14.5316081,121.0234074"
NCR,Metro Manila,DUFERCO INTERNATIONAL TRADING LTD,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.023272,14.554919,"14.554919,121.023272"
NCR,Metro Manila,12:24 CARGO EXPRESS CORP.,Transportation,Warehousing and Support Activities for Transportation,121.023223,14.609976,"14.609976,121.023223"
NCR,Metro Manila,"WIDELINK PORT SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.02295,14.6313229,"14.6313229,121.02295"
NCR,Metro Manila,INTERTEK TESTING SERVICES PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0228801,14.5331089,"14.5331089,121.0228801"
NCR,Metro Manila,K LINE PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.022847,14.561804,"14.561804,121.022847"
NCR,Metro Manila,ROCK-SOLID CARGO LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,121.0227249,14.5953579,"14.5953579,121.0227249"
NCR,Metro Manila,ESCLUSIVO INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,121.0226247,14.5671878,"14.5671878,121.0226247"
NCR,Metro Manila,ESCLUSIVO INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,121.0226247,14.5671878,"14.5671878,121.0226247"
NCR,Metro Manila,"CNT WORLDWIDE TRANSPORT, INC./CNT AIR EXPRESS INC.",Transportation,Warehousing and Support Activities for Transportation,121.0224182,14.5892409,"14.5892409,121.0224182"
NCR,Metro Manila,"JF HILLEBRAND PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"SPECIAL CONTAINER AND VALUE ADDED SERVICES, INC. (2GO ABOITIZ ONE INC. )",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ADVANCE GROUP DYNAMICS SERVICES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CHECKERED FOOD CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,GAINS RESOURCES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"HUA SANWAN FOOD MART, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ICY POINT COLD STORAGE AND PROCESSING CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,JENTEC DC CORPORATION - LUIS,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,JOLLIBEE WORLDWIDE SERVICES LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,KAO-CHI SHIUTEAK DEVELOPMENT CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,WYN TOUGH INTERNATIONAL CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,APL CO. PTE. LTD. (APL PHILIPPINES),Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"CHUEN YANG LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,MAC-NELS LINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"MARIANA EXPRESS LINE PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"WAN HAI LINES PHILS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CHALLENGE INT'L. FREIGHT CO. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,DOÃ‘A VIRGINIA MARITIMA CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,EXPLORER FREIGHT CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"R.F. REVILLA CARGO MASTER, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"TOPLINE GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,SOLID SHIPPING LINES,Transportation,Water Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,GOLDEN AROWANA,Transportation,Water Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,PETROLIFT INC.,Transportation,Water Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,AIR CHINA LTD.,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ASIANA CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CEBU PACIFIC AIR CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CATHAY PACIFIC CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CHINA AIRLINES CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CHINA SOUTHERN AIRLINES,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ETIHAD CRYSTAL CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,KOREAN AIR,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,SINGAPORE AIRLINES CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,UNITED PARCEL SERVICE,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,SAUDIA CARGO,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,VIETNAM AIRLINES,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ROYAL BRUNEI AIRLINES,Transportation,Air Transport,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,AIRLINES EXCHANGE RESOURCES ONLINE INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,JUPITER LOGISTICS CO. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"FREIGHTWORKS GSA, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,GLOBAL AIR SERVICES CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"1 TRADE LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,5 POWERS TRANSPORT SYSTEM CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,A-P-S LOGISTICS PHILS. INC,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"ACX LOGISTICS PHILS., INC",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,AGS FOUR WINDS PHILS.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"AMCO CARGO SYSTEM, INC",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"ACE LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"AIM WORLDWIDE CARGO HANDLERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,AIRBRIDGE FREIGHT INTERNATIONAL CO.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"AL MOHR CUSTOMS BROKERAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"ASIALINK CARGO PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ASIAN TIGERS LANE MOVING AND STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"ATLANTIC PACIFIC FREIGHT AND LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"AVEVIA CONSOLIDATION PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,B.A. LABARO CARGO SERVICES,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,BIT WORLDWIDE PHILS.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CTSI LOGISTICS PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"CARGO LINER INT'L. FREIGHT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,CARRJIE CARGO INC.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"CHINA INT'L. FREIGHT PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"COLTRANS CARGO PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"D'WINNER LOGISTICS PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,ERNST INTERNATIONAL LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"FETA FREIGHT SYSTEMS INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"FRS FREIGHT SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,FAST LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"FAST TRACT GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"FREIGHT WAY CARGO SPECIALISTS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"GOOD SAMARITAN LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"HABA-SPED LOGISTICS PHIS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
NCR,Metro Manila,"IFE FORWARDING, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0222565,14.6090537,"14.6090537,121.0222565"
